Gene chr
GNPDA1 chr5
SPRY4 chr5
ARHGAP26 chr5
NR3C1 chr5
YIPF5 chr5
KCTD16 chr5
SH3RF2 chr5
LARS chr5
TCERG1 chr5
DPYSL3 chr5
JAKMIP2 chr5
C5orf46 chr5
SPINK5 chr5
ADRB2 chr5
SH3TC2 chr5
AFAP1L1 chr5
GRPEL2 chr5
PCYOX1L chr5
PDE6A chr5
SLC26A2 chr5
TIGD6 chr5
HMGXB3 chr5
CSF1R chr5
PDGFRB chr5
CDX1 chr5
ARSI chr5
TCOF1 chr5
NDST1 chr5
SYNPO chr5
DCTN4 chr5
ZNF300 chr5
GPX3 chr5
ANXA6 chr5
SLC36A3 chr5
SLC36A1 chr5
FAT2 chr5
SPARC chr5
G3BP1 chr5
FAM114A2 chr5
LARP1 chr5
C5orf4 chr5
GEMIN5 chr5
MRPL22 chr5
SGCD chr5
HAVCR1 chr5
HAVCR2 chr5
CYFIP2 chr5
C5orf40 chr5
NIPAL4 chr5
ADAM19 chr5
C5orf52 chr5
LSM11 chr5
CLINT1 chr5
ADRA1B chr5
TTC1 chr5
PWWP2A chr5
C5orf54 chr5
ATP10B chr5
ODZ2 chr5
WWC1 chr5
CCDC99 chr5
DOCK2 chr5
FAM196B chr5
STK10 chr5
SH3PXD2B chr5
NEURL1B chr5
NKX2-5 chr5
HMP19 chr5
DRD1 chr5
C5orf25 chr5
KIAA1191 chr5
ARL10 chr5
NOP16 chr5
CLTB chr5
PCDH24 chr5
GPRIN1 chr5
UNC5A chr5
HK3 chr5
UIMC1 chr5
NSD1 chr5
MXD3 chr5
LMAN2 chr5
RGS14 chr5
F12 chr5
DBN1 chr5
FAM193B chr5
B4GALT7 chr5
N4BP3 chr5
RMND5B chr5
HNRNPAB chr5
AGXT2L2 chr5
ZNF354A chr5
ZNF454 chr5
GRM6 chr5
ZNF879 chr5
ZNF354C chr5
ADAMTS2 chr5
HNRNPH1 chr5
MAML1 chr5
SQSTM1 chr5
BC040901 chr5
TBC1D9B chr5
RASGEF1C chr5
ZFP62 chr5
BTNL9 chr5
TRIM7 chr5
TRIM41 chr5
TRIM52 chr5
BPHL chr6
SLC22A23 chr6
C6orf52 chr6
JARID2 chr6
AK092541 chr6
RP11-239H6 chr6
BC033330 chr6
ZKSCAN3 chr6
HLA-A chr6
HCG9 chr6
LST1 chr6
HLA-DRA chr6
HLA-DPB1 chr6
SLC39A7 chr6
BRPF3 chr6
SLC25A27 chr6
CRISP2 chr6
TTK chr6
RP1-45N11 chr6
NDUFAF4 chr6
C6orf203 chr6
CD164 chr6
AL121963 chr6
FAM26F chr6
RP11-138M12 chr6
ECHDC1 chr6
VNN2 chr6
HMGA1P7 chr6
AJ606328 chr6
HBS1L chr6
AHI1 chr6
LOC100130476 chr6
LATS1 chr6
SYNE1 chr6
TIAM2 chr6
AIRN chr6
DACT2 chr6
HIST1H3D chr6
C2H2_zinc_finger_protein chr6
AK309286 chr6
OR10C1 chr6
RNF39 chr6
BAT4 chr6
STK19 chr6
HLA-DPA1 chr6
HLA-DPB2 chr6
MAPK13 chr6
PPIL1 chr6
PRICKLE4 chr6
TOMM6 chr6
TCTE1 chr6
AARS2 chr6
KIAA1586 chr6
PGM3 chr6
PREP chr6
KIAA1919 chr6
TAAR2 chr6
PDE7B chr6
BCLAF1 chr6
LTV1 chr6
ULBP3 chr6
PDCD2 chr6
DOM3Z chr6
TBC1D22B chr6
MAP3K7IP2 chr6
RMND1 chr6
TMEM181 chr6
DUSP22 chr6
HUS1B chr6
FOXQ1 chr6
FOXF2 chr6
FOXC1 chr6
C6orf195 chr6
WRNIP1 chr6
SERPINB9 chr6
SERPINB6 chr6
PSMG4 chr6
C6orf145 chr6
FAM50B chr6
PRPF4B chr6
C6orf146 chr6
PECI chr6
PPP1R3G chr6
RIOK1 chr6
DSP chr6
BMP6 chr6
TXNDC5 chr6
EEF1E1 chr6
GCNT2 chr6
PAK1IP1 chr6
TMEM14B chr6
NEDD9 chr6
HIVEP1 chr6
EDN1 chr6
TBC1D7 chr6
RANBP9 chr6
CCDC90A chr6
CD83 chr6
DTNBP1 chr6
MYLIP chr6
GMPR chr6
ATXN1 chr6
CAP2 chr6
FAM8A1 chr6
NUP153 chr6
NHLRC1 chr6
KDM1B chr6
MBOAT1 chr6
SOX4 chr6
DCDC2 chr6
MRS2 chr6
GPLD1 chr6
ALDH5A1 chr6
KIAA0319 chr6
TTRAP chr6
FAM65B chr6
LRRC16A chr6
HIST1H1A chr6
HIST1H4A chr6
HIST1H4B chr6
HIST1H2AB chr6
HIST1H1C chr6
HFE chr6
HIST1H1E chr6
HIST1H2BD chr6
HIST1H1D chr6
BTN2A2 chr6
BTN3A1 chr6
BTN2A3 chr6
BTN2A1 chr6
ABT1 chr6
HIST1H2BK chr6
PRSS16 chr6
POM121L2 chr6
ZNF391 chr6
HIST1H2AJ chr6
HIST1H1B chr6
HIST1H4L chr6
HIST1H2BO chr6
ZSCAN16 chr6
ZNF192 chr6
ZNF193 chr6
ZKSCAN4 chr6
ZNF187 chr6
PGBD1 chr6
ZSCAN12 chr6
ZSCAN23 chr6
GPX5 chr6
SCAND3 chr6
ZNF311 chr6
OR2J2 chr6
OR14J1 chr6
OR5V1 chr6
GABBR1 chr6
ZFP57 chr6
HLA-F chr6
LOC554223 chr6
HLA-G chr6
HLA-H chr6
ZNRD1 chr6
TRIM31 chr6
TRIM10 chr6
TRIM15 chr6
TRIM26 chr6
HLA-E chr6
GNL1 chr6
PRR3 chr6
AIF1 chr6
BAT2 chr6
BAT3 chr6
APOM chr6
C6orf47 chr6
LY6G5B chr6
LY6G5C chr6
BAT5 chr6
LY6G6F chr6
G6E chr6
C6orf25 chr6
C6orf26 chr6
C6orf27 chr6
VARS chr6
HSPA1L chr6
NEU1 chr6
SLC44A4 chr6
EHMT2 chr6
CFB chr6
SKIV2L chr6
TNXB chr6
ATF6B chr6
RNF5 chr6
AGER chr6
NOTCH4 chr6
C6orf10 chr6
HLA-DQA1 chr6
TAP1 chr6
HLA-DMB chr6
BRD2 chr6
HSD17B8 chr6
WDR46 chr6
RGL2 chr6
TAPBP chr6
ZBTB22 chr6
KIFC1 chr6
PHF1 chr6
CUTA chr6
ZBTB9 chr6
C6orf227 chr6
ITPR3 chr6
IP6K3 chr6
LEMD2 chr6
C6orf1 chr6
UHRF1BP1 chr6
TAF11 chr6
ANKS1A chr6
SCUBE3 chr6
ZNF76 chr6
TEAD3 chr6
C6orf81 chr6
SRPK1 chr6
C6orf222 chr6
KCTD20 chr6
PI16 chr6
FGD2 chr6
C6orf129 chr6
MDGA1 chr6
GLP1R chr6
C6orf64 chr6
DAAM2 chr6
NFYA chr6
TREM2 chr6
FOXP4 chr6
TFEB chr6
FRS3 chr6
BYSL chr6
TAF8 chr6
MRPS10 chr6
TRERF1 chr6
TBCC chr6
KIAA0240 chr6
RPL7L1 chr6
C6orf226 chr6
PTCRA chr6
PEX6 chr6
MEA1 chr6
C6orf153 chr6
CUL7 chr6
KLC4 chr6
PTK7 chr6
CUL9 chr6
TTBK1 chr6
SLC22A7 chr6
ZNF318 chr6
ABCC10 chr6
TJAP1 chr6
YIPF3 chr6
POLR1C chr6
XPO5 chr6
POLH chr6
GTPBP2 chr6
MAD2L1BP chr6
MRPS18A chr6
VEGFA chr6
C6orf223 chr6
MRPL14 chr6
SLC29A1 chr6
HSP90AB1 chr6
NFKBIE chr6
SPATS1 chr6
CDC5L chr6
CYP39A1 chr6
GPR110 chr6
TNFRSF21 chr6
MUT chr6
C6orf141 chr6
TFAP2D chr6
MCM3 chr6
GSTA2 chr6
ICK chr6
KLHL31 chr6
C6orf142 chr6
DST chr6
PHF3 chr6
BAI3 chr6
FAM135A chr6
OGFRL1 chr6
C6orf150 chr6
MTO1 chr6
CD109 chr6
SENP6 chr6
MYO6 chr6
HTR1B chr6
PHIP chr6
IBTK chr6
DOPEY1 chr6
SNAP91 chr6
KIAA1009 chr6
ZNF292 chr6
CNR1 chr6
PNRC1 chr6
SFRS13B chr6
PM20D2 chr6
RRAGD chr6
ANKRD6 chr6
MDN1 chr6
CASP8AP2 chr6
BACH2 chr6
MAP3K7 chr6
EPHA7 chr6
POU3F2 chr6
C6orf168 chr6
COQ3 chr6
SFRS18 chr6
USP45 chr6
PRDM13 chr6
ASCC3 chr6
GRIK2 chr6
PRDM1 chr6
AIM1 chr6
QRSL1 chr6
SOBP chr6
OSTM1 chr6
FOXO3 chr6
ARMC2 chr6
SESN1 chr6
AK094715 chr6
SMPD2 chr6
MICAL1 chr6
ZBTB24 chr6
GPR6 chr6
WASF1 chr6
CDC40 chr6
C6orf186 chr6
REV3L chr6
TRAF3IP2 chr6
LAMA4 chr6
MARCKS chr6
HS3ST5 chr6
NT5DC1 chr6
COL10A1 chr6
TSPYL4 chr6
TSPYL1 chr6
FAM26E chr6
RSPH4A chr6
FAM162B chr6
VGLL2 chr6
DCBLD1 chr6
SLC35F1 chr6
C6orf204 chr6
MCM9 chr6
PKIB chr6
FABP7 chr6
HDDC2 chr6
NCOA7 chr6
HINT3 chr6
LAMA2 chr6
EPB41L2 chr6
ARG1 chr6
CTGF chr6
MOXD1 chr6
TAAR6 chr6
TAAR5 chr6
VNN1 chr6
EYA4 chr6
TCF21 chr6
SLC2A12 chr6
MYB chr6
MAP7 chr6
PEX7 chr6
IFNGR1 chr6
PERP chr6
KIAA1244 chr6
PBOV1 chr6
NHSL1 chr6
ECT2L chr6
REPS1 chr6
HECA chr6
CITED2 chr6
VTA1 chr6
HIVEP2 chr6
AIG1 chr6
EPM2A chr6
SHPRH chr6
GRM1 chr6
SASH1 chr6
TFL chr6
KATNA1 chr6
NUP43 chr6
LRP11 chr6
RAET1E chr6
PLEKHG1 chr6
AKAP12 chr6
ESR1 chr6
OPRM1 chr6
CNKSR3 chr6
RBM16 chr6
CLDN20 chr6
TFB1M chr6
NOX3 chr6
ARID1B chr6
C6orf35 chr6
SNX9 chr6
SYNJ2 chr6
SERAC1 chr6
TULP4 chr6
SYTL3 chr6
EZR chr6
RSPH3 chr6
TAGAP chr6
FNDC1 chr6
WTAP chr6
ACAT2 chr6
IGF2R chr6
MAP3K4 chr6
C6orf59 chr6
PARK2 chr6
AK296276 chr6
PACRG chr6
QKI chr6
C6orf176 chr6
PRR18 chr6
RPS6KA2 chr6
RNASET2 chr6
MLLT4 chr6
HGC6 chr6
KIF25 chr6
FRMD1 chr6
THBS2 chr6
WDR27 chr6
C6orf120 chr6
DLL1 chr6
FAM120B chr6
RBAK-RBAKDN chr7
AC003075 chr7
TMEM196 chr7
LOC441204 chr7
FAM188B chr7
AC018647 chr7
GPR141 chr7
URGCP chr7
BC008049 chr7
UPP1 chr7
LOC493754 chr7
SBDS chr7
ABHD11 chr7
LIMK1 chr7
PTPN12 chr7
ZNF655 chr7
TRIM4 chr7
BC022382 chr7
GATS chr7
PILRB chr7
SH2B2 chr7
KMT2E chr7
PUS7 chr7
AC073934 chr7
IRF5 chr7
FAM40B chr7
CPA2 chr7
MLL3 chr7
RNF32 chr7
LOC401296 chr7
AMZ1 chr7
DNAH11 chr7
LOC646999 chr7
LOC401327 chr7
MRPL32 chr7
YKT6 chr7
ABCA13 chr7
ZNF716 chr7
ZNF117 chr7
ERV3 chr7
SRRM3 chr7
DTX2 chr7
PCLO chr7
C7orf38 chr7
MUC17 chr7
TAS2R3 chr7
TCRBV21S1 chr7
TRPV6 chr7
TAS2R60 chr7
SSPO chr7
C7orf29 chr7
BC040865 chr7
BC075797 chr7
INMT chr7
FAM20C chr7
HEATR2 chr7
UNC84A chr7
COX19 chr7
CYP2W1 chr7
C7orf50 chr7
GPR146 chr7
UNCX chr7
MICALL2 chr7
INTS1 chr7
PSMG3 chr7
MAD1L1 chr7
NUDT1 chr7
EIF3B chr7
CHST12 chr7
LFNG chr7
C7orf27 chr7
IQCE chr7
TTYH3 chr7
SDK1 chr7
FOXK1 chr7
KIAA0415 chr7
RBAK chr7
SLC29A4 chr7
TNRC18 chr7
FBXL18 chr7
OCM chr7
AIMP2 chr7
EIF2AK1 chr7
USP42 chr7
C7orf70 chr7
DAGLB chr7
GRID2IP chr7
ZDHHC4 chr7
C7orf26 chr7
ZNF853 chr7
ZNF12 chr7
PMS2CL chr7
COL28A1 chr7
PHF14 chr7
VWDE chr7
ARL4A chr7
ISPD chr7
SNX13 chr7
PRPS1L1 chr7
FERD3L chr7
MACC1 chr7
ITGB8 chr7
SP4 chr7
NUPL2 chr7
IGF2BP3 chr7
TRA2A chr7
C7orf46 chr7
DFNA5 chr7
NFE2L3 chr7
HNRNPA2B1 chr7
HOXA1 chr7
HOXA5 chr7
HOXA6 chr7
HOXA7 chr7
HOXA10 chr7
HOXA11 chr7
EVX1 chr7
TAX1BP1 chr7
BC087859 chr7
TRIL chr7
PRR15 chr7
SCRN1 chr7
ZNRF2 chr7
GARS chr7
GHRHR chr7
AVL9 chr7
FKBP9 chr7
NT5C3 chr7
RP9 chr7
BBS9 chr7
BMPER chr7
TBX20 chr7
KIAA0895 chr7
ANLN chr7
AOAH chr7
EPDR1 chr7
AMPH chr7
VPS41 chr7
CDC2L5 chr7
C7orf11 chr7
INHBA chr7
GLI3 chr7
HECW1 chr7
MRPS24 chr7
URG4 chr7
DBNL chr7
PGAM2 chr7
AEBP1 chr7
NPC1L1 chr7
DDX56 chr7
OGDH chr7
ZMIZ2 chr7
CCM2 chr7
NACAD chr7
TBRG4 chr7
IGFBP3 chr7
TNS3 chr7
PKD1L1 chr7
VWC2 chr7
ZPBP chr7
FIGNL1 chr7
COBL chr7
EGFR chr7
ZNF713 chr7
PSPH chr7
CCT6A chr7
SUMF2 chr7
PHKG1 chr7
ZNF727 chr7
AK301806 chr7
ZNF680 chr7
ZNF107 chr7
ZNF138 chr7
ZNF273 chr7
LOC402538 chr7
RABGEF1 chr7
AUTS2 chr7
POM121 chr7
FZD9 chr7
BAZ1B chr7
TBL2 chr7
VPS37D chr7
WBSCR22 chr7
CLDN3 chr7
WBSCR27 chr7
ELN chr7
LAT2 chr7
RFC2 chr7
CLIP2 chr7
GTF2IRD1 chr7
GTF2I chr7
WBSCR16 chr7
POM121C chr7
PMS2L3 chr7
POR chr7
TMEM120A chr7
STYXL1 chr7
MDH2 chr7
HSPB1 chr7
SRCRB4D chr7
PION chr7
MAGI2 chr7
SEMA3C chr7
DMTF1 chr7
ADAM22 chr7
SRI chr7
STEAP2 chr7
GTPBP10 chr7
FZD1 chr7
MTERF chr7
AKAP9 chr7
GATAD1 chr7
PEX1 chr7
C7orf64 chr7
CDK6 chr7
SAMD9L chr7
PPP1R9A chr7
PDK4 chr7
DYNC1I1 chr7
ACN9 chr7
LMTK2 chr7
TECPR1 chr7
BRI3 chr7
hCG_2023280 chr7
TRRAP chr7
SMURF1 chr7
ARPC1A chr7
ARPC1B chr7
PTCD1 chr7
ZNF394 chr7
ZKSCAN5 chr7
ZNF498 chr7
GJC3 chr7
ZKSCAN1 chr7
ZSCAN21 chr7
ZNF3 chr7
COPS6 chr7
MCM7 chr7
AP4M1 chr7
TAF6 chr7
CNPY4 chr7
MBLAC1 chr7
C7orf43 chr7
GAL3ST4 chr7
PILRA chr7
MEPCE chr7
C7orf47 chr7
C7orf61 chr7
TSC22D4 chr7
C7orf51 chr7
AGFG2 chr7
LRCH4 chr7
TFR2 chr7
ACTL6B chr7
GIGYF1 chr7
ZAN chr7
EPHB4 chr7
SLC12A9 chr7
TRIP6 chr7
SRRT chr7
UFSP1 chr7
VGF chr7
C7orf52 chr7
PLOD3 chr7
ZNHIT1 chr7
RABL5 chr7
CUX1 chr7
PRKRIP1 chr7
ORAI2 chr7
ALKBH4 chr7
LRWD1 chr7
FBXL13 chr7
LRRC17 chr7
ARMC10 chr7
NAPEPLD chr7
hCG_1820408 chr7
DNAJC2 chr7
RELN chr7
MLL5 chr7
SRPK2 chr7
RINT1 chr7
ATXN7L1 chr7
FLJ23834 chr7
FLJ36031 chr7
SLC26A4 chr7
CBLL1 chr7
SLC26A3 chr7
LAMB1 chr7
NRCAM chr7
PNPLA8 chr7
DNAJB9 chr7
DOCK4 chr7
IFRD1 chr7
C7orf53 chr7
C7orf60 chr7
GPR85 chr7
PPP1R3A chr7
FOXP2 chr7
CAV2 chr7
MET chr7
ST7OT4 chr7
CTTNBP2 chr7
TSPAN12 chr7
C7orf58 chr7
PTPRZ1 chr7
FEZF1 chr7
WASL chr7
TMEM229A chr7
GPR37 chr7
GCC1 chr7
FSCN3 chr7
SND1 chr7
LRRC4 chr7
LEP chr7
PRRT4 chr7
FAM71F1 chr7
CALU chr7
OPN1SW chr7
CCDC136 chr7
FLNC chr7
KCP chr7
TNPO3 chr7
SMO chr7
ZC3HC1 chr7
KLHDC10 chr7
TSGA14 chr7
COPG2 chr7
KLF14 chr7
PODXL chr7
PLXNA4 chr7
CALD1 chr7
AGBL3 chr7
WDR91 chr7
STRA8 chr7
CNOT4 chr7
NUP205 chr7
SLC13A4 chr7
TRIM24 chr7
ATP6V0A4 chr7
KIAA1549 chr7
ZC3HAV1L chr7
TTC26 chr7
UBN2 chr7
LUC7L2 chr7
KLRG2 chr7
HIPK2 chr7
TBXAS1 chr7
JHDM1D chr7
SLC37A3 chr7
MKRN1 chr7
DENND2A chr7
ADCK2 chr7
AGK chr7
KIAA1147 chr7
PRSS37 chr7
OR9A4 chr7
TCRBV9S1A1T chr7
TCRBV6S1A1N1 chr7
EPHB6 chr7
OR9A2 chr7
PIP chr7
TAS2R40 chr7
TMEM139 chr7
CLCN1 chr7
ZYX chr7
EPHA1 chr7
OR2F2 chr7
OR2F1 chr7
OR2A5 chr7
CNTNAP2 chr7
EZH2 chr7
PDIA4 chr7
ZNF786 chr7
ZNF398 chr7
ZNF212 chr7
ZNF777 chr7
KRBA1 chr7
ZNF467 chr7
ZNF862 chr7
ATP6V0E2 chr7
LRRC61 chr7
RARRES2 chr7
REPIN1 chr7
ATG9B chr7
ABCB8 chr7
TMUB1 chr7
ASB10 chr7
ABCF2 chr7
CHPF2 chr7
NUB1 chr7
WDR86 chr7
GALNT11 chr7
DPP6 chr7
PAXIP1 chr7
INSIG1 chr7
EN2 chr7
RBM33 chr7
SHH chr7
C7orf13 chr7
NOM1 chr7
DNAJB6 chr7
PTPRN2 chr7
ESYT2 chr7
WDR60 chr7
VIPR2 chr7
ARHGEF10 chr8
RP11-10A14 chr8
RP11-297N6 chr8
CTSB chr8
RP11-156K13 chr8
NAT1 chr8
EPB49 chr8
R3HCC1 chr8
LOXL2 chr8
RP11-181B11 chr8
BC043205 chr8
CTD-2647L4 chr8
C8orf41 chr8
COPS5 chr8
ZFHX4 chr8
RP11-731N10 chr8
C8orf59 chr8
RUNX1T1 chr8
COX6C chr8
OXR1 chr8
AK298596 chr8
ZNF252 chr8
DQ580909 chr8
LOC649305 chr8
PDGFRL chr8
SH2D4A chr8
LPL chr8
TNFRSF10D chr8
CLU chr8
GDAP1 chr8
TMEM67 chr8
MATN2 chr8
ABRA chr8
KIAA0196 chr8
ARC chr8
PSCA chr8
LRRC24 chr8
MGC70857 chr8
MTFR1 chr8
RRS1 chr8
ZNF596 chr8
FBXO25 chr8
ERICH1 chr8
DLGAP2 chr8
CLN8 chr8
KBTBD11 chr8
MYOM2 chr8
CSMD1 chr8
MCPH1 chr8
PRAGMIN chr8
MFHAS1 chr8
ERI1 chr8
MTMR9 chr8
LONRF1 chr8
C8orf79 chr8
DLC1 chr8
C8orf48 chr8
SGCZ chr8
VPS37A chr8
MTMR7 chr8
MTUS1 chr8
FGL1 chr8
PCM1 chr8
ASAH1 chr8
PSD3 chr8
CSGALNACT1 chr8
ATP6V1B2 chr8
LZTS1 chr8
DOK2 chr8
NPM2 chr8
FAM160B2 chr8
HR chr8
LGI3 chr8
POLR3D chr8
SORBS3 chr8
PDLIM2 chr8
C8orf58 chr8
KIAA1967 chr8
RHOBTB2 chr8
TNFRSF10B chr8
TNFRSF10C chr8
TNFRSF10A chr8
ENTPD4 chr8
NKX3-1 chr8
NEFM chr8
NEFL chr8
DOCK5 chr8
PNMA2 chr8
ADRA1A chr8
TRIM35 chr8
EPHX2 chr8
SCARA3 chr8
ELP3 chr8
EXTL3 chr8
KIF13B chr8
LEPROTL1 chr8
MBOAT4 chr8
GTF2E2 chr8
GSR chr8
UBXN8 chr8
PURG chr8
WRN chr8
NRG1 chr8
FUT10 chr8
MAK16 chr8
DUSP26 chr8
ZNF703 chr8
PROSC chr8
GPR124 chr8
BRF2 chr8
ADRB3 chr8
ASH2L chr8
BAG4 chr8
DDHD2 chr8
WHSC1L1 chr8
LETM2 chr8
C8orf86 chr8
TACC1 chr8
GINS4 chr8
NKX6-3 chr8
MYST3 chr8
PLAT chr8
POLB chr8
VDAC3 chr8
SLC20A2 chr8
HOOK3 chr8
SGK196 chr8
HGSNAT chr8
KIAA0146 chr8
PRKDC chr8
MCM4 chr8
PXDNL chr8
ST18 chr8
NPBWR1 chr8
RGS20 chr8
MRPL15 chr8
SOX17 chr8
TGS1 chr8
MOS chr8
IMPAD1 chr8
NSMAF chr8
TOX chr8
CHD7 chr8
ASPH chr8
BHLHE22 chr8
VCPIP1 chr8
C8orf44 chr8
CSPP1 chr8
ARFGEF1 chr8
CPA6 chr8
SULF1 chr8
EYA1 chr8
TERF1 chr8
RPL7 chr8
RDH10 chr8
TMEM70 chr8
JPH1 chr8
PXMP3 chr8
FAM164A chr8
HEY1 chr8
MRPS28 chr8
TPD52 chr8
PMP2 chr8
SNX16 chr8
FAM82B chr8
CPNE3 chr8
RIPK2 chr8
OSGIN2 chr8
NBN chr8
TMEM64 chr8
NECAB1 chr8
OTUD6B chr8
RBM12B chr8
PDP1 chr8
CDH17 chr8
RAD54B chr8
KIAA1429 chr8
INTS8 chr8
MTERFD1 chr8
TSPYL5 chr8
MTDH chr8
POP1 chr8
VPS13B chr8
ANKRD46 chr8
PABPC1 chr8
GRHL2 chr8
KLF10 chr8
AZIN1 chr8
ZFPM2 chr8
ANGPT1 chr8
NUDCD1 chr8
PKHD1L1 chr8
GOLSYN chr8
AX748380 chr8
TRPS1 chr8
UTP23 chr8
BC031280 chr8
C8orf85 chr8
MED30 chr8
ENPP2 chr8
DSCC1 chr8
DEPDC6 chr8
SNTB1 chr8
ZHX2 chr8
C8orf76 chr8
ZHX1 chr8
WDYHV1 chr8
FBXO32 chr8
KLHL38 chr8
TRMT12 chr8
RNF139 chr8
NDUFB9 chr8
ZNF572 chr8
SQLE chr8
NSMCE2 chr8
TRIB1 chr8
MYC chr8
ASAP1 chr8
ADCY8 chr8
KCNQ3 chr8
PHF20L1 chr8
TG chr8
SLA chr8
NDRG1 chr8
KHDRBS3 chr8
TRAPPC9 chr8
PTK2 chr8
DENND3 chr8
SLC45A4 chr8
PTP4A3 chr8
FLJ43860 chr8
TSNARE1 chr8
BAI1 chr8
JRK chr8
LY6E chr8
GPIHBP1 chr8
GLI4 chr8
ZNF696 chr8
TOP1MT chr8
MAFA chr8
ZC3H3 chr8
C8orf73 chr8
NAPRT1 chr8
EEF1D chr8
TIGD5 chr8
TSTA3 chr8
ZNF623 chr8
ZNF707 chr8
LOC100130274 chr8
DGAT1 chr8
FBXL6 chr8
ADCK5 chr8
CPSF1 chr8
SLC39A4 chr8
NFKBIL2 chr8
KIFC2 chr8
PPP1R16A chr8
GPT chr8
MFSD3 chr8
RECQL4 chr8
KIAA1688 chr8
ZNF251 chr8
ZNF34 chr8
ZNF517 chr8
ZNF250 chr8
ZNF16 chr8
C8orf77 chr8
C8orf33 chr8
SMARCA2 chr9
FREM1 chr9
DKFZp686L0695 chr9
ACO1 chr9
CD72 chr9
RP11-112J3 chr9
RP11-297B17 chr9
SEMA4D chr9
RP5-1050E16 chr9
ZNF484 chr9
LOC158435 chr9
SLC35D2 chr9
COL15A1 chr9
NAMA chr9
LPAR1 chr9
RGS3 chr9
AMBP chr9
GSN chr9
RC3H2 chr9
CRB2 chr9
ARPC5L chr9
RABEPK chr9
GARNL3 chr9
TRUB2 chr9
USP20 chr9
NUP214 chr9
RAPGEF1 chr9
RP11-295G24 chr9
C9orf9 chr9
TMEM8C chr9
BRD3 chr9
MRPS2 chr9
CARD9 chr9
ENTPD2 chr9
EXD3 chr9
NSMF chr9
KANK1 chr9
RLN2 chr9
RLN1 chr9
CNTLN chr9
IFNE chr9
PTENP1 chr9
KIF24 chr9
TMEM8B chr9
C9orf122 chr9
C9orf6 chr9
SLC46A2 chr9
LOC169834 chr9
C9orf91 chr9
AK131516 chr9
SCAI chr9
SLC2A8 chr9
TOR1A chr9
GPR107 chr9
EXOSC2 chr9
QRFP chr9
FAM166A chr9
NFIL3 chr9
FOXD4 chr9
C9orf66 chr9
DOCK8 chr9
DMRT1 chr9
DMRT2 chr9
VLDLR chr9
KIAA0020 chr9
RFX3 chr9
GLIS3 chr9
SLC1A1 chr9
C9orf68 chr9
PPAPDC2 chr9
AK3 chr9
RCL1 chr9
KIAA1432 chr9
MLANA chr9
KIAA2026 chr9
RANBP6 chr9
GLDC chr9
C9orf123 chr9
PTPRD chr9
C9orf150 chr9
MPDZ chr9
TTC39B chr9
SNAPC3 chr9
PSIP1 chr9
C9orf93 chr9
SH3GL2 chr9
ADAMTSL1 chr9
FAM154A chr9
PLIN2 chr9
DENND4C chr9
SLC24A2 chr9
MLLT3 chr9
KIAA1797 chr9
CDKN2A chr9
DMRTA1 chr9
TUSC1 chr9
IFNK chr9
C9orf72 chr9
DDX58 chr9
TOPORS chr9
NDUFB6 chr9
APTX chr9
B4GALT1 chr9
SPINK4 chr9
BAG1 chr9
NFX1 chr9
AQP7 chr9
NOL6 chr9
ANXA2 chr9
UBAP2 chr9
DCAF12 chr9
KIAA1161 chr9
C9orf24 chr9
SIGMAR1 chr9
GALT chr9
IL11RA chr9
KIAA1045 chr9
C9orf131 chr9
FANCG chr9
STOML2 chr9
KIAA1539 chr9
UNC13B chr9
RUSC2 chr9
FAM166B chr9
TESK1 chr9
CCDC107 chr9
C9orf100 chr9
CA9 chr9
TLN1 chr9
GBA2 chr9
RGP1 chr9
SPAG8 chr9
HINT2 chr9
C9orf128 chr9
HRCT1 chr9
RECK chr9
GLIPR2 chr9
CLTA chr9
GNE chr9
GRHPR chr9
ZBTB5 chr9
POLR1E chr9
FBXO10 chr9
EXOSC3 chr9
SHB chr9
IGFBPL1 chr9
FAM122A chr9
TJP2 chr9
FAM189A2 chr9
SMC5 chr9
TRPM3 chr9
TMEM2 chr9
PRUNE2 chr9
GNA14 chr9
PSAT1 chr9
UBQLN1 chr9
C9orf64 chr9
GOLM1 chr9
ZCCHC6 chr9
GAS1 chr9
DAPK1 chr9
CTSL1 chr9
CCRK chr9
C9orf47 chr9
S1PR3 chr9
SHC3 chr9
AUH chr9
IARS chr9
NOL8 chr9
IPPK chr9
BICD2 chr9
FGD3 chr9
NINJ1 chr9
WNK2 chr9
C9orf129 chr9
FAM120AOS chr9
BARX1 chr9
PTPDC1 chr9
ZNF169 chr9
C9orf3 chr9
FANCC chr9
PTCH1 chr9
C9orf102 chr9
ZNF510 chr9
ZNF782 chr9
KIAA1529 chr9
NCBP1 chr9
FOXE1 chr9
TRIM14 chr9
TBC1D2 chr9
ANKS6 chr9
GALNT12 chr9
ALG2 chr9
NR4A3 chr9
MURC chr9
MRPL50 chr9
C9orf125 chr9
RNF20 chr9
ABCA1 chr9
SLC44A1 chr9
FSD1L chr9
ZNF462 chr9
KLF4 chr9
IKBKAP chr9
C9orf5 chr9
EPB41L4B chr9
PTPN3 chr9
PALM2-AKAP2 chr9
MUSK chr9
KIAA0368 chr9
SUSD1 chr9
ROD1 chr9
KIAA1958 chr9
ZFP37 chr9
SLC31A2 chr9
FKBP15 chr9
WDR31 chr9
HDHD3 chr9
ZNF618 chr9
